episode-act,percentMaleProducers,totalProducerCount,percentMaleSubjectDialogue,maleSubjectWordCount,totalSubjectWordCount,episode,act,title,contributors,description
25.03,66.6666666667,3.0,14.9750415973,540.0,3606.0,25,0.03,Act Three. The Meaning of Basketball,"David Isaacson, Ira Glass, Nancy Updike","Chicago playwright David Isaacson, on hating the Bulls."
617.02,100.0,1.0,14.9191444966,286.0,1917.0,617,0.02,Act Two. Two Can Be as Sad as One. ,Ira Glass,"
We turn now to one of the loneliest experiences a person can have: marriage. Ira listens to two people trying to break through what’s going wrong in their marriage, an excerpt from a new podcast in which real couples have a real therapy session with a real therapist, Esther Perel. This Audible original series, Where Should We Begin with Esther Perel, can be found at Audible.com/esther. (20 minutes)Marriage • Relationships Ira Glass
 "
487.02,100.0,1.0,14.8994515539,163.0,1094.0,487,0.02,Act Two. A Tiny Office on the Second Floor.,,"
Reporter Alex Kotlowitz spends time in the social work office, where the effects of gun violence are most often apparent. Early on in the year, social worker Crystal Smith spends time with a junior named Devonte, talking him through his grief and guilt after Devonte accidentally shot and killed his 14 year old brother last year. Crystal also meets with Devonte's mother, who has some understandably confused feelings towards Devonte. (16 minutes)
Death • Teenagers "
434.07,100.0,1.0,14.5220588235,79.0,544.0,434,0.07,"Act Seven. Saturday and Sunday, Gainesville and Coral Springs FL.",Eric Mennel,"
On Saturday, Laura Hucke graduated from the University of Florida in Gainesville. The next day she made a trip that four years ago she didn't think she'd have to make.Children • Family Eric Mennel
 
Song:
""Helplessness Blues"", Fleet Foxes
 
"
44.01,100.0,1.0,14.2857142857,1.0,7.0,44,0.01,Act One. Duki. ,Ira Glass,"
When Danielle's family serves poultry at their dinner table, no one utters the word ""chicken."" Instead, it is always called ""fish."" Danielle explains why with the help of her friend ""Duki."" (16 minutes)Childhood • Family • Food/Drinks/Cooking • Funny • siblings Ira Glass
 "
10.01,100.0,1.0,13.3164235891,210.0,1577.0,10,0.01,Act One.,Ira Glass,"
When Susan Bergman wrote a book about her family's experience, other gay men tried to explain her father's actions to her. (17 minutes)Family • Fathers • Marriage • Parenting • Relationships • Sexuality Ira Glass
 "
557.03,100.0,1.0,13.3079847909,175.0,1315.0,557,0.03,Act Three. About that Farm Upstate.,Jonathan Goldstein,"
While it’s hard to explain to kids how babies come into the world, it might be harder to explain that people leave the world too — especially to a kid whose mom or dad or brother or sister has died. There are grief counseling centers all over the U.S. that cater specifically to children. Reporter Jonathan Goldstein visited one in Salt Lake City. Jonathan hosted the CBC show Wiretap and is working on a new podcast for Gimlet. (22 minutes) Jonathan Goldstein
 
Song:
""Teach The Gifted Children"", Lou Reed
 
"
228.01,0.0,1.0,13.1191432396,98.0,747.0,228,0.01,Act One. Polly Wants More Than A Cracker.,Veronica Chater,"
Veronica Chater explains the conflict in her house between her love for her pet macaw—a kind of parrot—and her love for her husband and three kids. The macaw wreaks a sort of low-level chaos in the house, because it wants Veronica all to itself. (10 minutes)Animals • Family Veronica Chater
 
Song:
""You Are So Beautiful"", Joe Cocker, Tanya Tucker, Kenny Rankin and Babyface 
 
"
192.03,100.0,1.0,13.0952380952,55.0,420.0,192,0.03,"Act Three. Martha, My Dear.",David Rakoff,"
Contributor David Rakoff visits his dream job: In the crafts department at Martha Stewart Living magazine. If his hobby became his job, he wonders, would it still be fun? (11 minutes) Jobs/Employment David Rakoff
 "
278.03,0.0,1.0,12.7795527157,120.0,939.0,278,0.03,Act Three. Mystery Shoppers.,Lisa Pollak,"
They are ordinary people who go undercover in coffee shops and chain stores, spying for The Man. This American Life producer Lisa Pollak reports. (12 minutes)Jobs/Employment • Retail/Commerce Lisa Pollak
 
Song:
""Town With No Secrets"", Mark Mallman 
 
"
25.01,100.0,1.0,12.7527216174,82.0,643.0,25,0.01,Act One. Bulls in Our Hearts,Ira Glass,"Chicagoans' dreams of the Bulls, including interviews with Chicagoans. (8 minutes)"
296.03,100.0,1.0,12.5722543353,87.0,692.0,296,0.03,Act Three. Social Studies Lesson.,Alex Blumberg,"
We compare Fox TV talk show host Bill O'Reilly's ideas about the hurricane's aftermath with those of Ashley Nelson, an 18-year-old who lives in the Lafitte Housing projects in New Orleans, in one of the flooded neighborhoods. Among other things, she explains what it feels like to go without food and water for two days. (6 minutes) Ashley is the author of an amazing book called The Combination, about her neighborhood in New Orleans. Contact The Neighborhood Stories Project for information on getting a copy.Economics • Natural Disasters • Television Alex Blumberg
 
Song:
""Them That Got"", Ray Charles 
 
"
250.01,100.0,1.0,12.5,119.0,952.0,250,0.01,"Act One. Rock, Paper, Computer.",Jack Hitt,"
Reporter Jack Hitt explains the alarming difference between theory and practice when it comes to computerized voting machines—specifically, those made by a company called Diebold. (16 minutes) Politics • Technology Jack Hitt
 "
247.03,0.0,1.0,12.1212121212,12.0,99.0,247,0.03,Act Three. A Love Story.,Sarah Vowell,"
Sarah Vowell tells ""The Greatest Love Story of the 20th Century,"" Johnny Cash and June Carter Cash. (10 minutes)Love • Music Sarah Vowell
 "
180.03,100.0,1.0,12.0976692564,109.0,901.0,180,0.03,Act Three. Ich... Bin... Ein... Mophead.,Alex Blumberg,"
Producer Alex Blumberg sets out to find a woman named Susan Jordan, who babysat him and his sister for a year when he was nine. He discovers that each of them remembered something about the other that the other would just as soon forget. (20 minutes)Childhood • Jobs/Employment • siblings Alex Blumberg
 
Song:
""Jenny G"", The Push Kings 
 
"
14.03,0.0,1.0,11.7647058824,16.0,136.0,14,0.03,"Act Three. Chicago, In The 1960s.",Nora Moreno,"Nora Moreno with tapes of her father, a pioneer in Spanish-language broadcasting in America. Her mother fell in love with her father because of his poetic character on the radio, but in real life, the very things that attracted her to him over the radio drove them apart. (13 minutes)"
351.01,100.0,1.0,11.6796440489,105.0,899.0,351,0.01,Act One. Ich... bin... ein... mophead.,Alex Blumberg,"
This American Life producer Alex Blumberg sets out to find a woman named Susan Jordan, who babysat him and his sister for a year when he was nine. He discovers that each of them remembered something about the other that the other would just as soon forget. (20 minutes) Childhood • Teenagers Alex Blumberg
 
Song:
""Brooklyn Roads"", Neil Diamond
 
"
360.01,100.0,1.0,11.6564417178,209.0,1793.0,360,0.01,Act One.,Jake Halpern,"
Reporter Jake Halpern tells the story of Marti Miller and Sue McDonald, the daughters who were switched at birth, and the many complications that came with learning the truth. Jake is the author of several books and creator of the comic Welcome to the New World. (25 1/2 minutes)Family • History Jake Halpern
 "
287.01,0.0,1.0,11.5414407436,149.0,1291.0,287,0.01,Act One. Working Class Hero Sandwich.,Shirleen Holt,"
Dawna Lentz was a new employee at Quiznos sub shop in Seattle when the franchise owners just gave up. They stopped buying supplies, stopped answering their phones. Soon, the restaurant began running out of staple ingredients, like cold cuts and bread. But Dawna needed the job. So she paid the other employees out of the cash register, and started scrounging to keep the place open. Shirleen Holt, a reporter for the Seattle Times, tells the story of how Dawna managed to stay afloat. (17 minutes)Food/Drinks/Cooking • Jobs/Employment • Retail/Commerce Shirleen Holt
 
Song:
""Invincible"", Ok Go 
 
"
10.03,100.0,1.0,11.499272198,79.0,687.0,10,0.03,Act Three.,"Ira Glass, Neo-futurists",Sketches from the neo-futurists on the subject of double lives.
149.04,0.0,1.0,11.4649681529,54.0,471.0,149,0.04,Act Four. Looking For Love In All The Wrong Places.,Wendy Dorr,"
Wendy Dorr, an assistant producer at Radio Diaries, has this story of what happens to you if you break one of the cardinal rules of a hospital, over and over, for years. (8 minutes) Cancer • Death • Health Care/Medicine • Mental Health Wendy Dorr
 "
122.01,100.0,1.0,11.204954955,199.0,1776.0,122,0.01,Act One. Meet The Ball And Chain.,Ira Glass,"
When Anne Staggs started to fall for an inmate named Charles in the Texas prison system, she was up against odds as daunting as they ever get for two people. It was against the rules, possibly dangerous, and could have gotten her fired. They could never say anything in front of other people and he was—not to put too fine a point on this—a convicted murderer. Still, they married—even though they never see each other. (24 minutes)Crime • Criminal Justice • Jobs/Employment • Love • Murder • Police Ira Glass
 
Song:
""Concrete and Barbed Wire"", Lucinda Williams 
 
"
275.01,100.0,1.0,11.1439114391,151.0,1355.0,275,0.01,Act One. 1994.,Ira Glass,"
Washington Irving Elementary School became a model of school reform in Chicago a decade ago. The school did it without adding a ton more money. It wasn't a magnet school or charter school. Their strategy: Get the kids to enjoy reading and writing; get them glasses if they need them; give teachers control of their classrooms. Scores climbed. Teachers like Cathy were happy. Students actually liked coming to school. We hear excerpts from Ira's 1994 All Things Considered series about the school. Full transcripts and audio of the series also are online. (21 minutes) Chicago • Children • Education • Jobs/Employment Ira Glass
 "
371.04,50.0,2.0,11.1111111111,132.0,1188.0,371,0.04,Act Four. Job: Security.,"Ira Glass, Wendy Dorr","
In a part of the mall no shoppers ever see, there's a snug, dark little room with 43 TV screens, one for each of the cameras in the hallways and parking lots, the roof and the loading dock. We hang out with the security people who work in there, seeing what they see. (7 minutes) Jobs/Employment • Retail/Commerce Ira Glass
Wendy Dorr
 "
442.02,0.0,1.0,11.0927152318,201.0,1812.0,442,0.02,Act Two. Lifers.,Laura Beil,"
Reporter Laura Beil tells the story of a kid named Kenneth Williams and an adult named Ton'Nea Williams (who share a last name but are not related). Ton'Nea has been stuck with this question: is Kenneth a thug or not? (30 minutes) Children • Crime • Criminal Justice • Jobs/Employment Laura Beil
 
Song:
""Bad Intentions"", Shona Foster
 
"
